args_n args_k args_L args_iterations args_curve  net_file_size_bytes  runtime_setup_seconds runtime_file_generation_seconds  runtime_all_column_commitments_seconds runtime_per_column_commitment_seconds runtime_all_row_encodings_seconds runtime_per_row_encoding_seconds runtime_all_chunk_verifications_seconds runtime_per_chunk_verification_seconds  runtime_all_downloaded_chunk_verifications_seconds runtime_per_downloaded_chunk_verification_seconds runtime_all_row_decodings_seconds runtime_per_row_decoding_seconds runtime_prepare_decoding_seconds  num_column_commitments num_row_encodings num_chunk_verifications num_downloaded_chunk_verifications num_row_decodings  size_file_uncoded_bytes size_column_commitments_bytes size_file_coded_bytes  scenario_disperse_runtime_client_seconds scenario_disperse_runtime_node_seconds scenario_disperse_communication_bytes scenario_disperse_storage_bytes  scenario_retrieve_runtime_client_seconds  scenario_sampling_num_openings scenario_sampling_runtime_prover_seconds scenario_sampling_runtime_verifier_seconds scenario_sampling_runtime_proof_size_bytes   ### columns
256 85 4096 1 bls12-381  11054080  0.562405 0.031260  24.507564 0.288324 1.151659 0.000281 78.529034 0.306754  24.571191 0.289073 2.322866 0.000567 0.208096  85 4096 256 85 4096  11141120 8840 33554432  25.659223 0.306754 35817472 35817472  27.102153  85 0.275380 0.013023 8992
# Args { n: 512, k: 171, L: 4096, iterations: 1, curve: Bls12_381 }
# Measurements { num_measurements: 1, net_file_size_bytes: 22238208, runtime_setup_seconds: 0.561630877, runtime_file_generation_seconds: 0.066072035, runtime_all_column_commitments_seconds: 46.270720795, runtime_per_column_commitment_seconds: 0.27058901049707607, runtime_all_row_encodings_seconds: 2.013346704, runtime_per_row_encoding_seconds: 0.00049153972265625, runtime_all_chunk_verifications_seconds: 185.354763, runtime_per_chunk_verification_seconds: 0.362021021484375, runtime_all_downloaded_chunk_verifications_seconds: 47.180370922, runtime_per_downloaded_chunk_verification_seconds: 0.27590860188304095, runtime_all_row_decodings_seconds: 10.198651139, runtime_per_row_decoding_seconds: 0.002489905063232422, runtime_prepare_decoding_seconds: 1.177280818, num_column_commitments: 171, num_row_encodings: 4096, num_chunk_verifications: 512, num_downloaded_chunk_verifications: 171, num_row_decodings: 4096, size_file_uncoded_bytes: 22413312, size_column_commitments_bytes: 17784, size_file_coded_bytes: 67108864, scenario_disperse_runtime_client_seconds: 48.284067499, scenario_disperse_runtime_node_seconds: 0.362021021484375, scenario_disperse_communication_bytes: 76214272, scenario_disperse_storage_bytes: 76214272, scenario_retrieve_runtime_client_seconds: 58.556302879, scenario_sampling_num_openings: 171, scenario_sampling_runtime_prover_seconds: 0.2762036313099415, scenario_sampling_runtime_verifier_seconds: 0.011908308701754383, scenario_sampling_runtime_proof_size_bytes: 17936 }
512 171 4096 1 bls12-381  22238208  0.561631 0.066072  46.270721 0.270589 2.013347 0.000492 185.354763 0.362021  47.180371 0.275909 10.198651 0.002490 1.177281  171 4096 512 171 4096  22413312 17784 67108864  48.284067 0.362021 76214272 76214272  58.556303  171 0.276204 0.011908 17936
# Args { n: 1024, k: 341, L: 4096, iterations: 1, curve: Bls12_381 }
# Measurements { num_measurements: 1, net_file_size_bytes: 44346368, runtime_setup_seconds: 0.562303114, runtime_file_generation_seconds: 0.152498283, runtime_all_column_commitments_seconds: 92.90690965, runtime_per_column_commitment_seconds: 0.2724542804985337, runtime_all_row_encodings_seconds: 4.029699826, runtime_per_row_encoding_seconds: 0.0009838134340820312, runtime_all_chunk_verifications_seconds: 456.59683973, runtime_per_chunk_verification_seconds: 0.4458953512988281, runtime_all_downloaded_chunk_verifications_seconds: 94.658890721, runtime_per_downloaded_chunk_verification_seconds: 0.27759205490029326, runtime_all_row_decodings_seconds: 42.832911873, runtime_per_row_decoding_seconds: 0.01045725387524414, runtime_prepare_decoding_seconds: 7.4571841580000005, num_column_commitments: 341, num_row_encodings: 4096, num_chunk_verifications: 1024, num_downloaded_chunk_verifications: 341, num_row_decodings: 4096, size_file_uncoded_bytes: 44695552, size_column_commitments_bytes: 35464, size_file_coded_bytes: 134217728, scenario_disperse_runtime_client_seconds: 96.936609476, scenario_disperse_runtime_node_seconds: 0.4458953512988281, scenario_disperse_communication_bytes: 170532864, scenario_disperse_storage_bytes: 170532864, scenario_retrieve_runtime_client_seconds: 144.948986752, scenario_sampling_num_openings: 341, scenario_sampling_runtime_prover_seconds: 0.27730093858944277, scenario_sampling_runtime_verifier_seconds: 0.011269445129032267, scenario_sampling_runtime_proof_size_bytes: 35616 }
1024 341 4096 1 bls12-381  44346368  0.562303 0.152498  92.906910 0.272454 4.029700 0.000984 456.596840 0.445895  94.658891 0.277592 42.832912 0.010457 7.457184  341 4096 1024 341 4096  44695552 35464 134217728  96.936609 0.445895 170532864 170532864  144.948987  341 0.277301 0.011269 35616
# Args { n: 128, k: 43, L: 512, iterations: 1, curve: Bn254 }
# Measurements { num_measurements: 1, net_file_size_bytes: 696256, runtime_setup_seconds: 0.067452374, runtime_file_generation_seconds: 0.004135491, runtime_all_column_commitments_seconds: 1.14660576, runtime_per_column_commitment_seconds: 0.026665250232558137, runtime_all_row_encodings_seconds: 0.079879815, runtime_per_row_encoding_seconds: 0.000156015263671875, runtime_all_chunk_verifications_seconds: 5.453687959, runtime_per_chunk_verification_seconds: 0.0426069371796875, runtime_all_downloaded_chunk_verifications_seconds: 1.227812698, runtime_per_downloaded_chunk_verification_seconds: 0.028553783674418604, runtime_all_row_decodings_seconds: 0.077162469, runtime_per_row_decoding_seconds: 0.000150707947265625, runtime_prepare_decoding_seconds: 0.046792878, num_column_commitments: 43, num_row_encodings: 512, num_chunk_verifications: 128, num_downloaded_chunk_verifications: 43, num_row_decodings: 512, size_file_uncoded_bytes: 704512, size_column_commitments_bytes: 3096, size_file_coded_bytes: 2097152, scenario_disperse_runtime_client_seconds: 1.2264855749999999, scenario_disperse_runtime_node_seconds: 0.0426069371796875, scenario_disperse_communication_bytes: 2493440, scenario_disperse_storage_bytes: 2493440, scenario_retrieve_runtime_client_seconds: 1.3517680449999998, scenario_sampling_num_openings: 43, scenario_sampling_runtime_prover_seconds: 0.031101086883720933, scenario_sampling_runtime_verifier_seconds: 0.007716698186046512, scenario_sampling_runtime_proof_size_bytes: 3216 }
128 43 512 1 bn254  696256  0.067452 0.004135  1.146606 0.026665 0.079880 0.000156 5.453688 0.042607  1.227813 0.028554 0.077162 0.000151 0.046793  43 512 128 43 512  704512 3096 2097152  1.226486 0.042607 2493440 2493440  1.351768  43 0.031101 0.007717 3216
# Args { n: 256, k: 85, L: 512, iterations: 1, curve: Bn254 }
# Measurements { num_measurements: 1, net_file_size_bytes: 1376320, runtime_setup_seconds: 0.062868599, runtime_file_generation_seconds: 0.006572397, runtime_all_column_commitments_seconds: 2.6741221680000002, runtime_per_column_commitment_seconds: 0.0314602608, runtime_all_row_encodings_seconds: 0.134597275, runtime_per_row_encoding_seconds: 0.000262885302734375, runtime_all_chunk_verifications_seconds: 12.547803455, runtime_per_chunk_verification_seconds: 0.04901485724609375, runtime_all_downloaded_chunk_verifications_seconds: 2.897757363, runtime_per_downloaded_chunk_verification_seconds: 0.03409126309411765, runtime_all_row_decodings_seconds: 0.302661565, runtime_per_row_decoding_seconds: 0.000591135869140625, runtime_prepare_decoding_seconds: 0.222814642, num_column_commitments: 85, num_row_encodings: 512, num_chunk_verifications: 256, num_downloaded_chunk_verifications: 85, num_row_decodings: 512, size_file_uncoded_bytes: 1392640, size_column_commitments_bytes: 6120, size_file_coded_bytes: 4194304, scenario_disperse_runtime_client_seconds: 2.808719443, scenario_disperse_runtime_node_seconds: 0.04901485724609375, scenario_disperse_communication_bytes: 5761024, scenario_disperse_storage_bytes: 5761024, scenario_retrieve_runtime_client_seconds: 3.4232335700000003, scenario_sampling_num_openings: 85, scenario_sampling_runtime_prover_seconds: 0.03249136725882353, scenario_sampling_runtime_verifier_seconds: 0.007943298623529412, scenario_sampling_runtime_proof_size_bytes: 6240 }
256 85 512 1 bn254  1376320  0.062869 0.006572  2.674122 0.031460 0.134597 0.000263 12.547803 0.049015  2.897757 0.034091 0.302662 0.000591 0.222815  85 512 256 85 512  1392640 6120 4194304  2.808719 0.049015 5761024 5761024  3.423234  85 0.032491 0.007943 6240
# Args { n: 512, k: 171, L: 512, iterations: 1, curve: Bn254 }
# Measurements { num_measurements: 1, net_file_size_bytes: 2768832, runtime_setup_seconds: 0.064191163, runtime_file_generation_seconds: 0.010533179, runtime_all_column_commitments_seconds: 4.535077523, runtime_per_column_commitment_seconds: 0.0265209211871345, runtime_all_row_encodings_seconds: 0.279076861, runtime_per_row_encoding_seconds: 0.000545071994140625, runtime_all_chunk_verifications_seconds: 35.05769957, runtime_per_chunk_verification_seconds: 0.06847206947265624, runtime_all_downloaded_chunk_verifications_seconds: 5.017202592, runtime_per_downloaded_chunk_verification_seconds: 0.02934036603508772, runtime_all_row_decodings_seconds: 1.318664527, runtime_per_row_decoding_seconds: 0.002575516654296875, runtime_prepare_decoding_seconds: 1.188051188, num_column_commitments: 171, num_row_encodings: 512, num_chunk_verifications: 512, num_downloaded_chunk_verifications: 171, num_row_decodings: 512, size_file_uncoded_bytes: 2801664, size_column_commitments_bytes: 12312, size_file_coded_bytes: 8388608, scenario_disperse_runtime_client_seconds: 4.814154384, scenario_disperse_runtime_node_seconds: 0.06847206947265624, scenario_disperse_communication_bytes: 14692352, scenario_disperse_storage_bytes: 14692352, scenario_retrieve_runtime_client_seconds: 7.523918307000001, scenario_sampling_num_openings: 171, scenario_sampling_runtime_prover_seconds: 0.03115074785964914, scenario_sampling_runtime_verifier_seconds: 0.007723304871345027, scenario_sampling_runtime_proof_size_bytes: 12432 }
512 171 512 1 bn254  2768832  0.064191 0.010533  4.535078 0.026521 0.279077 0.000545 35.057700 0.068472  5.017203 0.029340 1.318665 0.002576 1.188051  171 512 512 171 512  2801664 12312 8388608  4.814154 0.068472 14692352 14692352  7.523918  171 0.031151 0.007723 12432
# Args { n: 1024, k: 341, L: 512, iterations: 1, curve: Bn254 }
# Measurements { num_measurements: 1, net_file_size_bytes: 5521472, runtime_setup_seconds: 0.065400005, runtime_file_generation_seconds: 0.019937914, runtime_all_column_commitments_seconds: 9.073732088, runtime_per_column_commitment_seconds: 0.026609185008797654, runtime_all_row_encodings_seconds: 0.537697762, runtime_per_row_encoding_seconds: 0.00105019094140625, runtime_all_chunk_verifications_seconds: 113.923982113, runtime_per_chunk_verification_seconds: 0.11125388878222656, runtime_all_downloaded_chunk_verifications_seconds: 10.192958198, runtime_per_downloaded_chunk_verification_seconds: 0.029891373014662756, runtime_all_row_decodings_seconds: 5.374443132, runtime_per_row_decoding_seconds: 0.0104969592421875, runtime_prepare_decoding_seconds: 7.541441751, num_column_commitments: 341, num_row_encodings: 512, num_chunk_verifications: 1024, num_downloaded_chunk_verifications: 341, num_row_decodings: 512, size_file_uncoded_bytes: 5586944, size_column_commitments_bytes: 24552, size_file_coded_bytes: 16777216, scenario_disperse_runtime_client_seconds: 9.61142985, scenario_disperse_runtime_node_seconds: 0.11125388878222656, scenario_disperse_communication_bytes: 41918464, scenario_disperse_storage_bytes: 41918464, scenario_retrieve_runtime_client_seconds: 23.108843081, scenario_sampling_num_openings: 341, scenario_sampling_runtime_prover_seconds: 0.03145732786803517, scenario_sampling_runtime_verifier_seconds: 0.007780427140762464, scenario_sampling_runtime_proof_size_bytes: 24672 }
1024 341 512 1 bn254  5521472  0.065400 0.019938  9.073732 0.026609 0.537698 0.001050 113.923982 0.111254  10.192958 0.029891 5.374443 0.010497 7.541442  341 512 1024 341 512  5586944 24552 16777216  9.611430 0.111254 41918464 41918464  23.108843  341 0.031457 0.007780 24672
# Args { n: 128, k: 43, L: 1024, iterations: 1, curve: Bn254 }
# Measurements { num_measurements: 1, net_file_size_bytes: 1392512, runtime_setup_seconds: 0.10675205, runtime_file_generation_seconds: 0.006062124, runtime_all_column_commitments_seconds: 1.786634838, runtime_per_column_commitment_seconds: 0.04154964739534883, runtime_all_row_encodings_seconds: 0.164100773, runtime_per_row_encoding_seconds: 0.0001602546611328125, runtime_all_chunk_verifications_seconds: 7.198332356, runtime_per_chunk_verification_seconds: 0.05623697153125, runtime_all_downloaded_chunk_verifications_seconds: 1.874608018, runtime_per_downloaded_chunk_verification_seconds: 0.04359553530232558, runtime_all_row_decodings_seconds: 0.154230728, runtime_per_row_decoding_seconds: 0.0001506159453125, runtime_prepare_decoding_seconds: 0.046501, num_column_commitments: 43, num_row_encodings: 1024, num_chunk_verifications: 128, num_downloaded_chunk_verifications: 43, num_row_decodings: 1024, size_file_uncoded_bytes: 1409024, size_column_commitments_bytes: 3096, size_file_coded_bytes: 4194304, scenario_disperse_runtime_client_seconds: 1.9507356109999998, scenario_disperse_runtime_node_seconds: 0.05623697153125, scenario_disperse_communication_bytes: 4590592, scenario_disperse_storage_bytes: 4590592, scenario_retrieve_runtime_client_seconds: 2.075339746, scenario_sampling_num_openings: 43, scenario_sampling_runtime_prover_seconds: 0.04613147844186046, scenario_sampling_runtime_verifier_seconds: 0.007874459465116276, scenario_sampling_runtime_proof_size_bytes: 3216 }
128 43 1024 1 bn254  1392512  0.106752 0.006062  1.786635 0.041550 0.164101 0.000160 7.198332 0.056237  1.874608 0.043596 0.154231 0.000151 0.046501  43 1024 128 43 1024  1409024 3096 4194304  1.950736 0.056237 4590592 4590592  2.075340  43 0.046131 0.007874 3216
# Args { n: 256, k: 85, L: 1024, iterations: 1, curve: Bn254 }
# Measurements { num_measurements: 1, net_file_size_bytes: 2752640, runtime_setup_seconds: 0.107151804, runtime_file_generation_seconds: 0.008847005, runtime_all_column_commitments_seconds: 4.002402054, runtime_per_column_commitment_seconds: 0.047087082988235295, runtime_all_row_encodings_seconds: 0.264719501, runtime_per_row_encoding_seconds: 0.0002585151376953125, runtime_all_chunk_verifications_seconds: 16.451591078, runtime_per_chunk_verification_seconds: 0.0642640276484375, runtime_all_downloaded_chunk_verifications_seconds: 4.436417914, runtime_per_downloaded_chunk_verification_seconds: 0.05219315192941176, runtime_all_row_decodings_seconds: 0.668944914, runtime_per_row_decoding_seconds: 0.000653266517578125, runtime_prepare_decoding_seconds: 0.247751741, num_column_commitments: 85, num_row_encodings: 1024, num_chunk_verifications: 256, num_downloaded_chunk_verifications: 85, num_row_decodings: 1024, size_file_uncoded_bytes: 2785280, size_column_commitments_bytes: 6120, size_file_coded_bytes: 8388608, scenario_disperse_runtime_client_seconds: 4.267121555, scenario_disperse_runtime_node_seconds: 0.0642640276484375, scenario_disperse_communication_bytes: 9955328, scenario_disperse_storage_bytes: 9955328, scenario_retrieve_runtime_client_seconds: 5.353114569, scenario_sampling_num_openings: 85, scenario_sampling_runtime_prover_seconds: 0.049393589658823546, scenario_sampling_runtime_verifier_seconds: 0.007343503894117647, scenario_sampling_runtime_proof_size_bytes: 6240 }
256 85 1024 1 bn254  2752640  0.107152 0.008847  4.002402 0.047087 0.264720 0.000259 16.451591 0.064264  4.436418 0.052193 0.668945 0.000653 0.247752  85 1024 256 85 1024  2785280 6120 8388608  4.267122 0.064264 9955328 9955328  5.353115  85 0.049394 0.007344 6240
# Args { n: 512, k: 171, L: 1024, iterations: 1, curve: Bn254 }
# Measurements { num_measurements: 1, net_file_size_bytes: 5537664, runtime_setup_seconds: 0.108104218, runtime_file_generation_seconds: 0.021804502, runtime_all_column_commitments_seconds: 7.127825459, runtime_per_column_commitment_seconds: 0.041683189818713454, runtime_all_row_encodings_seconds: 0.567074057, runtime_per_row_encoding_seconds: 0.0005537832587890625, runtime_all_chunk_verifications_seconds: 42.608444223, runtime_per_chunk_verification_seconds: 0.08321961762304687, runtime_all_downloaded_chunk_verifications_seconds: 7.619254832, runtime_per_downloaded_chunk_verification_seconds: 0.04455704580116959, runtime_all_row_decodings_seconds: 2.629712325, runtime_per_row_decoding_seconds: 0.0025680784423828124, runtime_prepare_decoding_seconds: 1.18687641, num_column_commitments: 171, num_row_encodings: 1024, num_chunk_verifications: 512, num_downloaded_chunk_verifications: 171, num_row_decodings: 1024, size_file_uncoded_bytes: 5603328, size_column_commitments_bytes: 12312, size_file_coded_bytes: 16777216, scenario_disperse_runtime_client_seconds: 7.694899516, scenario_disperse_runtime_node_seconds: 0.08321961762304687, scenario_disperse_communication_bytes: 23080960, scenario_disperse_storage_bytes: 23080960, scenario_retrieve_runtime_client_seconds: 11.435843567, scenario_sampling_num_openings: 171, scenario_sampling_runtime_prover_seconds: 0.046088078105263185, scenario_sampling_runtime_verifier_seconds: 0.007873911134502922, scenario_sampling_runtime_proof_size_bytes: 12432 }
512 171 1024 1 bn254  5537664  0.108104 0.021805  7.127825 0.041683 0.567074 0.000554 42.608444 0.083220  7.619255 0.044557 2.629712 0.002568 1.186876  171 1024 512 171 1024  5603328 12312 16777216  7.694900 0.083220 23080960 23080960  11.435844  171 0.046088 0.007874 12432
# Args { n: 1024, k: 341, L: 1024, iterations: 1, curve: Bn254 }
# Measurements { num_measurements: 1, net_file_size_bytes: 11042944, runtime_setup_seconds: 0.111607182, runtime_file_generation_seconds: 0.041190165, runtime_all_column_commitments_seconds: 14.263428987, runtime_per_column_commitment_seconds: 0.041828237498533725, runtime_all_row_encodings_seconds: 1.047421025, runtime_per_row_encoding_seconds: 0.0010228720947265625, runtime_all_chunk_verifications_seconds: 129.291437237, runtime_per_chunk_verification_seconds: 0.1262611691767578, runtime_all_downloaded_chunk_verifications_seconds: 15.2971691, runtime_per_downloaded_chunk_verification_seconds: 0.04485973343108504, runtime_all_row_decodings_seconds: 11.298976789, runtime_per_row_decoding_seconds: 0.011034157020507812, runtime_prepare_decoding_seconds: 7.547645505, num_column_commitments: 341, num_row_encodings: 1024, num_chunk_verifications: 1024, num_downloaded_chunk_verifications: 341, num_row_decodings: 1024, size_file_uncoded_bytes: 11173888, size_column_commitments_bytes: 24552, size_file_coded_bytes: 33554432, scenario_disperse_runtime_client_seconds: 15.310850012, scenario_disperse_runtime_node_seconds: 0.1262611691767578, scenario_disperse_communication_bytes: 58695680, scenario_disperse_storage_bytes: 58695680, scenario_retrieve_runtime_client_seconds: 34.143791394, scenario_sampling_num_openings: 341, scenario_sampling_runtime_prover_seconds: 0.04619069914662757, scenario_sampling_runtime_verifier_seconds: 0.007859446750733134, scenario_sampling_runtime_proof_size_bytes: 24672 }
1024 341 1024 1 bn254  11042944  0.111607 0.041190  14.263429 0.041828 1.047421 0.001023 129.291437 0.126261  15.297169 0.044860 11.298977 0.011034 7.547646  341 1024 1024 341 1024  11173888 24552 33554432  15.310850 0.126261 58695680 58695680  34.143791  341 0.046191 0.007859 24672
# Args { n: 128, k: 43, L: 2048, iterations: 1, curve: Bn254 }
# Measurements { num_measurements: 1, net_file_size_bytes: 2785024, runtime_setup_seconds: 0.17750511, runtime_file_generation_seconds: 0.011221453, runtime_all_column_commitments_seconds: 3.298056346, runtime_per_column_commitment_seconds: 0.07669898479069767, runtime_all_row_encodings_seconds: 0.327601795, runtime_per_row_encoding_seconds: 0.00015996181396484374, runtime_all_chunk_verifications_seconds: 11.376135915, runtime_per_chunk_verification_seconds: 0.0888760618359375, runtime_all_downloaded_chunk_verifications_seconds: 3.479737757, runtime_per_downloaded_chunk_verification_seconds: 0.08092413388372094, runtime_all_row_decodings_seconds: 0.309895767, runtime_per_row_decoding_seconds: 0.00015131629248046874, runtime_prepare_decoding_seconds: 0.045059309, num_column_commitments: 43, num_row_encodings: 2048, num_chunk_verifications: 128, num_downloaded_chunk_verifications: 43, num_row_decodings: 2048, size_file_uncoded_bytes: 2818048, size_column_commitments_bytes: 3096, size_file_coded_bytes: 8388608, scenario_disperse_runtime_client_seconds: 3.625658141, scenario_disperse_runtime_node_seconds: 0.0888760618359375, scenario_disperse_communication_bytes: 8784896, scenario_disperse_storage_bytes: 8784896, scenario_retrieve_runtime_client_seconds: 3.834692833, scenario_sampling_num_openings: 43, scenario_sampling_runtime_prover_seconds: 0.08325816818604652, scenario_sampling_runtime_verifier_seconds: 0.007207102790697676, scenario_sampling_runtime_proof_size_bytes: 3216 }
128 43 2048 1 bn254  2785024  0.177505 0.011221  3.298056 0.076699 0.327602 0.000160 11.376136 0.088876  3.479738 0.080924 0.309896 0.000151 0.045059  43 2048 128 43 2048  2818048 3096 8388608  3.625658 0.088876 8784896 8784896  3.834693  43 0.083258 0.007207 3216
# Args { n: 256, k: 85, L: 2048, iterations: 1, curve: Bn254 }
# Measurements { num_measurements: 1, net_file_size_bytes: 5505280, runtime_setup_seconds: 0.178208005, runtime_file_generation_seconds: 0.020565715, runtime_all_column_commitments_seconds: 6.792374819, runtime_per_column_commitment_seconds: 0.0799102919882353, runtime_all_row_encodings_seconds: 0.579134634, runtime_per_row_encoding_seconds: 0.0002827805830078125, runtime_all_chunk_verifications_seconds: 24.633788509, runtime_per_chunk_verification_seconds: 0.09622573636328124, runtime_all_downloaded_chunk_verifications_seconds: 7.109835833, runtime_per_downloaded_chunk_verification_seconds: 0.08364512744705882, runtime_all_row_decodings_seconds: 1.187003761, runtime_per_row_decoding_seconds: 0.0005795916801757812, runtime_prepare_decoding_seconds: 0.207018631, num_column_commitments: 85, num_row_encodings: 2048, num_chunk_verifications: 256, num_downloaded_chunk_verifications: 85, num_row_decodings: 2048, size_file_uncoded_bytes: 5570560, size_column_commitments_bytes: 6120, size_file_coded_bytes: 16777216, scenario_disperse_runtime_client_seconds: 7.371509453, scenario_disperse_runtime_node_seconds: 0.09622573636328124, scenario_disperse_communication_bytes: 18343936, scenario_disperse_storage_bytes: 18343936, scenario_retrieve_runtime_client_seconds: 8.503858225, scenario_sampling_num_openings: 85, scenario_sampling_runtime_prover_seconds: 0.08399103877647059, scenario_sampling_runtime_verifier_seconds: 0.007076596411764706, scenario_sampling_runtime_proof_size_bytes: 6240 }
256 85 2048 1 bn254  5505280  0.178208 0.020566  6.792375 0.079910 0.579135 0.000283 24.633789 0.096226  7.109836 0.083645 1.187004 0.000580 0.207019  85 2048 256 85 2048  5570560 6120 16777216  7.371509 0.096226 18343936 18343936  8.503858  85 0.083991 0.007077 6240
# Args { n: 512, k: 171, L: 2048, iterations: 1, curve: Bn254 }
# Measurements { num_measurements: 1, net_file_size_bytes: 11075328, runtime_setup_seconds: 0.17509383, runtime_file_generation_seconds: 0.038600709, runtime_all_column_commitments_seconds: 13.354303366, runtime_per_column_commitment_seconds: 0.07809534132163742, runtime_all_row_encodings_seconds: 1.031502188, runtime_per_row_encoding_seconds: 0.000503663177734375, runtime_all_chunk_verifications_seconds: 60.165516839, runtime_per_chunk_verification_seconds: 0.11751077507617187, runtime_all_downloaded_chunk_verifications_seconds: 13.902541778, runtime_per_downloaded_chunk_verification_seconds: 0.08130141390643275, runtime_all_row_decodings_seconds: 5.269669258, runtime_per_row_decoding_seconds: 0.0025730806923828127, runtime_prepare_decoding_seconds: 1.186145522, num_column_commitments: 171, num_row_encodings: 2048, num_chunk_verifications: 512, num_downloaded_chunk_verifications: 171, num_row_decodings: 2048, size_file_uncoded_bytes: 11206656, size_column_commitments_bytes: 12312, size_file_coded_bytes: 33554432, scenario_disperse_runtime_client_seconds: 14.385805554, scenario_disperse_runtime_node_seconds: 0.11751077507617187, scenario_disperse_communication_bytes: 39858176, scenario_disperse_storage_bytes: 39858176, scenario_retrieve_runtime_client_seconds: 20.358356558, scenario_sampling_num_openings: 171, scenario_sampling_runtime_prover_seconds: 0.07918567899415212, scenario_sampling_runtime_verifier_seconds: 0.007115214807017544, scenario_sampling_runtime_proof_size_bytes: 12432 }
512 171 2048 1 bn254  11075328  0.175094 0.038601  13.354303 0.078095 1.031502 0.000504 60.165517 0.117511  13.902542 0.081301 5.269669 0.002573 1.186146  171 2048 512 171 2048  11206656 12312 33554432  14.385806 0.117511 39858176 39858176  20.358357  171 0.079186 0.007115 12432
# Args { n: 1024, k: 341, L: 2048, iterations: 1, curve: Bn254 }
# Measurements { num_measurements: 1, net_file_size_bytes: 22085888, runtime_setup_seconds: 0.176651308, runtime_file_generation_seconds: 0.086017635, runtime_all_column_commitments_seconds: 26.304492495, runtime_per_column_commitment_seconds: 0.07713927417888564, runtime_all_row_encodings_seconds: 2.137420735, runtime_per_row_encoding_seconds: 0.0010436624682617188, runtime_all_chunk_verifications_seconds: 163.236378566, runtime_per_chunk_verification_seconds: 0.1594105259433594, runtime_all_downloaded_chunk_verifications_seconds: 27.494708042, runtime_per_downloaded_chunk_verification_seconds: 0.08062964235190616, runtime_all_row_decodings_seconds: 22.606472267, runtime_per_row_decoding_seconds: 0.011038316536621094, runtime_prepare_decoding_seconds: 7.539321661, num_column_commitments: 341, num_row_encodings: 2048, num_chunk_verifications: 1024, num_downloaded_chunk_verifications: 341, num_row_decodings: 2048, size_file_uncoded_bytes: 22347776, size_column_commitments_bytes: 24552, size_file_coded_bytes: 67108864, scenario_disperse_runtime_client_seconds: 28.44191323, scenario_disperse_runtime_node_seconds: 0.1594105259433594, scenario_disperse_communication_bytes: 92250112, scenario_disperse_storage_bytes: 92250112, scenario_retrieve_runtime_client_seconds: 57.64050197, scenario_sampling_num_openings: 341, scenario_sampling_runtime_prover_seconds: 0.07912729180058652, scenario_sampling_runtime_verifier_seconds: 0.0070905418826979465, scenario_sampling_runtime_proof_size_bytes: 24672 }
1024 341 2048 1 bn254  22085888  0.176651 0.086018  26.304492 0.077139 2.137421 0.001044 163.236379 0.159411  27.494708 0.080630 22.606472 0.011038 7.539322  341 2048 1024 341 2048  22347776 24552 67108864  28.441913 0.159411 92250112 92250112  57.640502  341 0.079127 0.007091 24672
# Args { n: 128, k: 43, L: 4096, iterations: 1, curve: Bn254 }
# Measurements { num_measurements: 1, net_file_size_bytes: 5570048, runtime_setup_seconds: 0.299318933, runtime_file_generation_seconds: 0.018782344, runtime_all_column_commitments_seconds: 6.094657242, runtime_per_column_commitment_seconds: 0.14173621493023256, runtime_all_row_encodings_seconds: 0.587096093, runtime_per_row_encoding_seconds: 0.00014333400708007812, runtime_all_chunk_verifications_seconds: 19.290238475, runtime_per_chunk_verification_seconds: 0.1507049880859375, runtime_all_downloaded_chunk_verifications_seconds: 6.521575703, runtime_per_downloaded_chunk_verification_seconds: 0.15166455123255815, runtime_all_row_decodings_seconds: 0.616783381, runtime_per_row_decoding_seconds: 0.00015058188012695312, runtime_prepare_decoding_seconds: 0.046410299, num_column_commitments: 43, num_row_encodings: 4096, num_chunk_verifications: 128, num_downloaded_chunk_verifications: 43, num_row_decodings: 4096, size_file_uncoded_bytes: 5636096, size_column_commitments_bytes: 3096, size_file_coded_bytes: 16777216, scenario_disperse_runtime_client_seconds: 6.681753335, scenario_disperse_runtime_node_seconds: 0.1507049880859375, scenario_disperse_communication_bytes: 17173504, scenario_disperse_storage_bytes: 17173504, scenario_retrieve_runtime_client_seconds: 7.184769383, scenario_sampling_num_openings: 43, scenario_sampling_runtime_prover_seconds: 0.14279549730232557, scenario_sampling_runtime_verifier_seconds: 0.0074711513953488375, scenario_sampling_runtime_proof_size_bytes: 3216 }
128 43 4096 1 bn254  5570048  0.299319 0.018782  6.094657 0.141736 0.587096 0.000143 19.290238 0.150705  6.521576 0.151665 0.616783 0.000151 0.046410  43 4096 128 43 4096  5636096 3096 16777216  6.681753 0.150705 17173504 17173504  7.184769  43 0.142795 0.007471 3216
# Args { n: 256, k: 85, L: 4096, iterations: 1, curve: Bn254 }
